PolicyNum,PTVPlanDesc,Status,Commencementdate,IssueDate,BasisType,PlanCurrency,PolicyFee,ApplicationDate,InitialPayDateReg,InitialPayDateSng,CurrentRegularPrem,RegularPremiumFreq,NextRenewalDate,LastPremPaidDate,PolicyTerm,PremiumsPaidTotal,SinglPremiumsTotal,UnsettledPremiums,PremOSTotal,Currentfundholding,CurrentSurrenderval,PremHolOption
8380353,Vista,In force,41651,18/11/2014,SL,HKD,720,19/09/2014,18/11/2014,0,16000,Monthly,43101,42897,25,576000,0,0,0,846835.22,0,N
8383517,Pacific,In force,42381,15/12/2016,SL,USD,90,27/11/2016,15/12/2016,0,516,Monthly,43101,42897,75,6192,0,0,0,6303.77,0,N
8383885,Pacific,In force,42373,42708,SL,HKD,720,42493,42708,0,24000,Monthly,43101,42897,62,479800,0,0,0,738648.78,0,N
8387438,Vista,In force,41649,41830,SL,USD,90,26/09/2014,41830,0,8700,Annual,43110,42988,25,34799.99,0,0,0,48595.92,0,N
8389395,Pacific,In force,42373,42433,SL,HKD,720,18/03/2016,42433,0,18000,Monthly,43101,42897,67,360000,0,0,0,493848.25,0,N
8392086,Pacific,In force,42374,42648,SL,HKD,720,29/03/2016,42648,0,216000,Annual,43105,42983,59,432000,0,0,0,567478.18,0,N
8392086,Pacific,In force,42374,42648,SL,HKD,720,29/03/2016,42648,0,216000,Annual,43105,42983,59,432000,0,0,0,567478.18,0,N
8399878,Vista,In force,41650,16/10/2014,SL,HKD,720,41922,16/10/2014,0,10000,Monthly,43101,13/10/2017,25,920000,0,10000,0,1423272.71,0,N
8399970,Pacific,In force,42381,42563,SL,USD,90,42381,42563,0,12000,Annual,43112,42533,57,12000,0,0,0,15663.67,0,N
9835607,Vista,Lapse,40182,40486,SL,HKD,720,30/01/2010,40425,0,0,Single Premium,0,40703,25,43200,0,0,0,0,0,N
9840568,Vista,In force,40180,18/02/2010,SL,HKD,720,40331,17/02/2010,0,3500,Monthly,43101,42897,25,329000,0,0,0,257121.22,0,N
9843770,Vista,Premium ceased,40180,28/02/2010,SL,HKD,720,40423,26/02/2010,0,2400,Monthly,42740,22/03/2017,25,177600,0,0,0,130003.81,0,N
9843770,Vista,Premium ceased,40180,28/02/2010,SL,HKD,720,40423,26/02/2010,0,2400,Monthly,42740,22/03/2017,25,177600,0,0,0,130003.81,0,N
9860437,Vista,In force,40181,28/02/2010,SL,HKD,720,20/02/2010,25/02/2010,0,2400,Monthly,43101,42897,25,223200,0,0,0,256158.13,0,N
9861620,Vista,In force,40181,40212,JLFD,HKD,720,17/02/2010,40181,0,15000,Monthly,43101,43019,25,531000,0,0,0,595346.39,0,N
9861620,Vista,In force,40181,40212,JLFD,HKD,720,17/02/2010,40181,0,15000,Monthly,43101,43019,25,531000,0,0,0,595346.39,0,N
9861620,Vista,In force,40181,40212,JLFD,HKD,720,17/02/2010,40181,0,15000,Monthly,43101,43019,25,531000,0,0,0,595346.39,0,N
9865684,Vista,In force,40181,28/03/2010,SL,HKD,720,23/02/2010,25/03/2010,0,10000,Monthly,43101,42897,25,588000,0,0,0,786708.04,0,N
9865808,Vista,Premium ceased,40181,40271,JLFD,HKD,720,23/02/2010,40240,0,2400,Monthly,42373,16/02/2016,25,93600,0,0,0,105022.26,0,N
9865808,Vista,Premium ceased,40181,40271,JLFD,HKD,720,23/02/2010,40240,0,2400,Monthly,42373,16/02/2016,25,93600,0,0,0,105022.26,0,N
9918958,Vista,In force,40183,29/04/2010,SL,HKD,720,40363,29/04/2010,0,15000,Monthly,43101,42897,16,1365000,0,0,0,976665.19,0,N
9954377,Vista,In force,40183,29/04/2010,SL,HKD,720,23/04/2010,29/04/2010,0,5600,Monthly,43101,42897,25,364000,0,0,0,412317.65,0,N
9965607,Vista,In force,40179,40513,SL,HKD,720,29/12/2009,40483,0,5600,Monthly,43101,42897,25,497400,0,0,0,518705.95,0,N
9966107,Vista,Premium ceased,40179,14/01/2010,SL,HKD,720,29/12/2009,13/01/2010,0,3000,Monthly,42373,42552,25,423000,0,0,0,613382.2,0,N
9966119,Vista,Premium ceased,40179,40483,SL,HKD,720,29/12/2009,40483,0,5600,Monthly,43101,42897,25,416300,0,0,0,413518.28,0,N
